,id,original_description,code,nearest_level1_code,original_code_system,article,code_description,level1_code_description
1021,1022,Diabetes complications ,E13.2,E13,ICD10,Health Services Delivery Programme Latvia (2015),Other specified diabetes mellitus with kidney complications,Other specified diabetes mellitus
1022,1023,Diabetes complications ,E13.3,E13,ICD10,Health Services Delivery Programme Latvia (2015),Other specified diabetes mellitus with ophthalmic complications,Other specified diabetes mellitus
1023,1024,Diabetes complications ,E13.4,E13,ICD10,Health Services Delivery Programme Latvia (2015),Other specified diabetes mellitus with neurological complications,Other specified diabetes mellitus
1024,1025,Diabetes complications ,E13.5,E13,ICD10,Health Services Delivery Programme Latvia (2015),Other specified diabetes mellitus with circulatory complications,Other specified diabetes mellitus
1025,1026,Diabetes complications ,E13.6,E13,ICD10,Health Services Delivery Programme Latvia (2015),Other specified diabetes mellitus with other specified complications,Other specified diabetes mellitus
1026,1027,Diabetes complications ,E13.7,E13,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,Other specified diabetes mellitus
1027,1028,Diabetes complications ,E13.8,E13,ICD10,Health Services Delivery Programme Latvia (2015),Other specified diabetes mellitus with unspecified complications,Other specified diabetes mellitus
1028,1029,Diabetes complications ,E14.0,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1029,1030,Diabetes complications ,E14.1,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1030,1031,Diabetes complications ,E14.2,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1031,1032,Diabetes complications ,E14.3,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1032,1033,Diabetes complications ,E14.4,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1033,1034,Diabetes complications ,E14.5,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1034,1035,Diabetes complications ,E14.6,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1035,1036,Diabetes complications ,E14.7,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1036,1037,Diabetes complications ,E14.8,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1037,1038,Gastroenteritis ,K52.2,K52,ICD10,Health Services Delivery Programme Latvia (2015),Allergic and dietetic gastroenteritis and colitis,Other and unspecified noninfective gastroenteritis and colitis
1038,1039,Gastroenteritis ,K52.8,K52,ICD10,Health Services Delivery Programme Latvia (2015),Other specified noninfective gastroenteritis and colitis,Other and unspecified noninfective gastroenteritis and colitis
1039,1040,Gastroenteritis ,K52.9,K52,ICD10,Health Services Delivery Programme Latvia (2015),"Noninfective gastroenteritis and colitis, unspecified",Other and unspecified noninfective gastroenteritis and colitis
1040,1041,Hypertension ,I10,I10,ICD10,Health Services Delivery Programme Latvia (2015),Essential (primary) hypertension,Essential (primary) hypertension
1041,1042,Hypertension ,I11.9,I11,ICD10,Health Services Delivery Programme Latvia (2015),Hypertensive heart disease without heart failure,Hypertensive heart disease
1042,1043,Immunization-preventable conditions ,A15,A15,ICD10,Health Services Delivery Programme Latvia (2015),Respiratory tuberculosis,Respiratory tuberculosis
1043,1044,Immunization-preventable conditions ,A16,A16,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
1044,1045,Immunization-preventable conditions ,A19,A19,ICD10,Health Services Delivery Programme Latvia (2015),Miliary tuberculosis,Miliary tuberculosis
1045,1046,Immunization-preventable conditions ,A35,A35,ICD10,Health Services Delivery Programme Latvia (2015),Other tetanus,Other tetanus
1046,1047,Immunization-preventable conditions ,A36,A36,ICD10,Health Services Delivery Programme Latvia (2015),Diphtheria,Diphtheria
1047,1048,Immunization-preventable conditions ,A37,A37,ICD10,Health Services Delivery Programme Latvia (2015),Whooping cough,Whooping cough
1048,1049,Immunization-preventable conditions ,A80,A80,ICD10,Health Services Delivery Programme Latvia (2015),Acute poliomyelitis,Acute poliomyelitis
1049,1050,Immunization-preventable conditions ,B05,B05,ICD10,Health Services Delivery Programme Latvia (2015),Measles,Measles
1050,1051,Immunization-preventable conditions ,B06,B06,ICD10,Health Services Delivery Programme Latvia (2015),Rubella [German measles],Rubella [German measles]
1051,1052,Immunization-preventable conditions ,B26,B26,ICD10,Health Services Delivery Programme Latvia (2015),Mumps,Mumps
1052,1053,Immunization-preventable conditions ,B16.1,B16,ICD10,Health Services Delivery Programme Latvia (2015),Acute hepatitis B with delta-agent without hepatic coma,Acute hepatitis B
1053,1054,Immunization-preventable conditions ,B16.9,B16,ICD10,Health Services Delivery Programme Latvia (2015),Acute hepatitis B without delta-agent and without hepatic coma,Acute hepatitis B
1054,1055,Immunization-preventable conditions ,B18.0,B18,ICD10,Health Services Delivery Programme Latvia (2015),Chronic viral hepatitis B with delta-agent,Chronic viral hepatitis
1055,1056,Immunization-preventable conditions ,B18.1,B18,ICD10,Health Services Delivery Programme Latvia (2015),Chronic viral hepatitis B without delta-agent,Chronic viral hepatitis
1056,1057,Immunization-preventable conditions ,G00.0,G00,ICD10,Health Services Delivery Programme Latvia (2015),Hemophilus meningitis,"Bacterial meningitis, not elsewhere classified"
1057,1058,Immunization-preventable conditions ,J10,J10,ICD10,Health Services Delivery Programme Latvia (2015),Influenza due to other identified influenza virus,Influenza due to other identified influenza virus
1058,1059,Immunization-preventable conditions ,J11,J11,ICD10,Health Services Delivery Programme Latvia (2015),Influenza due to unidentified influenza virus,Influenza due to unidentified influenza virus
1059,1060,Immunization-preventable conditions ,M01.4,M01,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,Direct infections of joint in infectious and parasitic diseases classified elsewhere
1060,1061,Iron deficiency anaemia ,D50.1,D50,ICD10,Health Services Delivery Programme Latvia (2015),Sideropenic dysphagia,Iron deficiency anemia
1061,1062,Iron deficiency anaemia ,D50.8,D50,ICD10,Health Services Delivery Programme Latvia (2015),Other iron deficiency anemias,Iron deficiency anemia
1062,1063,Iron deficiency anaemia ,D50.9,D50,ICD10,Health Services Delivery Programme Latvia (2015),"Iron deficiency anemia, unspecified",Iron deficiency anemia
1063,1064,Kidney/urinary infection ,N10,N10,ICD10,Health Services Delivery Programme Latvia (2015),Acute pyelonephritis,Acute pyelonephritis
1064,1065,Kidney/urinary infection ,N11,N11,ICD10,Health Services Delivery Programme Latvia (2015),Chronic tubulo-interstitial nephritis,Chronic tubulo-interstitial nephritis
1065,1066,Kidney/urinary infection ,N12,N12,ICD10,Health Services Delivery Programme Latvia (2015),"Tubulo-interstitial nephritis, not specified as acute or chronic","Tubulo-interstitial nephritis, not specified as acute or chronic"
1066,1067,Kidney/urinary infection ,N13.6,N13,ICD10,Health Services Delivery Programme Latvia (2015),Pyonephrosis,Obstructive and reflux uropathy
1067,1068,Kidney/urinary infection ,N39.0,N39,ICD10,Health Services Delivery Programme Latvia (2015),"Urinary tract infection, site not specified",Other disorders of urinary system
1068,1069,Nutritional deficiency ,E40,E40,ICD10,Health Services Delivery Programme Latvia (2015),Kwashiorkor,Kwashiorkor
1069,1070,Nutritional deficiency ,E41,E41,ICD10,Health Services Delivery Programme Latvia (2015),Nutritional marasmus,Nutritional marasmus
1070,1071,Nutritional deficiency ,E42,E42,ICD10,Health Services Delivery Programme Latvia (2015),Marasmic kwashiorkor,Marasmic kwashiorkor
1071,1072,Nutritional deficiency ,E43,E43,ICD10,Health Services Delivery Programme Latvia (2015),Unspecified severe protein-calorie malnutrition,Unspecified severe protein-calorie malnutrition
1072,1073,Nutritional deficiency ,E55,E55,ICD10,Health Services Delivery Programme Latvia (2015),Vitamin D deficiency,Vitamin D deficiency
1073,1074,Nutritional deficiency ,E64.3,E64,ICD10,Health Services Delivery Programme Latvia (2015),Sequelae of rickets,Sequelae of malnutrition and other nutritional deficiencies
1074,1075,Pelvic inflammatory disease ,N70,N70,ICD10,Health Services Delivery Programme Latvia (2015),Salpingitis and oophoritis,Salpingitis and oophoritis
1075,1076,Pelvic inflammatory disease ,N73,N73,ICD10,Health Services Delivery Programme Latvia (2015),Other female pelvic inflammatory diseases,Other female pelvic inflammatory diseases
1076,1077,Pelvic inflammatory disease ,N74,N74,ICD10,Health Services Delivery Programme Latvia (2015),Female pelvic inflammatory disorders in diseases classified elsewhere,Female pelvic inflammatory disorders in diseases classified elsewhere
1077,1078,Perforated or bleeding ulcer ,K25.0,K25,ICD10,Health Services Delivery Programme Latvia (2015),Acute gastric ulcer with hemorrhage,Gastric ulcer
1078,1079,Perforated or bleeding ulcer ,K25.1,K25,ICD10,Health Services Delivery Programme Latvia (2015),Acute gastric ulcer with perforation,Gastric ulcer
1079,1080,Perforated or bleeding ulcer ,K25.2,K25,ICD10,Health Services Delivery Programme Latvia (2015),Acute gastric ulcer with both hemorrhage and perforation,Gastric ulcer
1080,1081,Perforated or bleeding ulcer ,K25.4,K25,ICD10,Health Services Delivery Programme Latvia (2015),Chronic or unspecified gastric ulcer with hemorrhage,Gastric ulcer
1081,1082,Perforated or bleeding ulcer ,K25.5,K25,ICD10,Health Services Delivery Programme Latvia (2015),Chronic or unspecified gastric ulcer with perforation,Gastric ulcer
1082,1083,Perforated or bleeding ulcer ,K25.6,K25,ICD10,Health Services Delivery Programme Latvia (2015),Chronic or unspecified gastric ulcer with both hemorrhage and perforation,Gastric ulcer
1083,1084,Perforated or bleeding ulcer ,K26.0,K26,ICD10,Health Services Delivery Programme Latvia (2015),Acute duodenal ulcer with hemorrhage,Duodenal ulcer
1084,1085,Perforated or bleeding ulcer ,K26.1,K26,ICD10,Health Services Delivery Programme Latvia (2015),Acute duodenal ulcer with perforation,Duodenal ulcer
1085,1086,Perforated or bleeding ulcer ,K26.2,K26,ICD10,Health Services Delivery Programme Latvia (2015),Acute duodenal ulcer with both hemorrhage and perforation,Duodenal ulcer
1086,1087,Perforated or bleeding ulcer ,K26.4,K26,ICD10,Health Services Delivery Programme Latvia (2015),Chronic or unspecified duodenal ulcer with hemorrhage,Duodenal ulcer
1087,1088,Perforated or bleeding ulcer ,K265,K26,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,Duodenal ulcer
1088,1089,Perforated or bleeding ulcer ,K266,K26,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,Duodenal ulcer
1089,1090,Perforated or bleeding ulcer ,K27.0,K27,ICD10,Health Services Delivery Programme Latvia (2015),"Acute peptic ulcer, site unspecified, with hemorrhage","Peptic ulcer, site unspecified"
1090,1091,Perforated or bleeding ulcer ,K27.1,K27,ICD10,Health Services Delivery Programme Latvia (2015),"Acute peptic ulcer, site unspecified, with perforation","Peptic ulcer, site unspecified"
1091,1092,Perforated or bleeding ulcer ,K27.2,K27,ICD10,Health Services Delivery Programme Latvia (2015),"Acute peptic ulcer, site unspecified, with both hemorrhage and perforation","Peptic ulcer, site unspecified"
1092,1093,Perforated or bleeding ulcer ,K27.4,K27,ICD10,Health Services Delivery Programme Latvia (2015),"Chronic or unspecified peptic ulcer, site unspecified, with hemorrhage","Peptic ulcer, site unspecified"
1093,1094,Perforated or bleeding ulcer ,K27.5,K27,ICD10,Health Services Delivery Programme Latvia (2015),"Chronic or unspecified peptic ulcer, site unspecified, with perforation","Peptic ulcer, site unspecified"
1094,1095,Perforated or bleeding ulcer ,K27.6,K27,ICD10,Health Services Delivery Programme Latvia (2015),"Chronic or unspecified peptic ulcer, site unspecified, with both hemorrhage and perforation","Peptic ulcer, site unspecified"
1095,1096,Perforated or bleeding ulcer ,K28.0,K28,ICD10,Health Services Delivery Programme Latvia (2015),Acute gastrojejunal ulcer with hemorrhage,Gastrojejunal ulcer
1096,1097,Perforated or bleeding ulcer ,K28.1,K28,ICD10,Health Services Delivery Programme Latvia (2015),Acute gastrojejunal ulcer with perforation,Gastrojejunal ulcer
1097,1098,Perforated or bleeding ulcer ,K28.2,K28,ICD10,Health Services Delivery Programme Latvia (2015),Acute gastrojejunal ulcer with both hemorrhage and perforation,Gastrojejunal ulcer
1098,1099,Perforated or bleeding ulcer ,K28.4,K28,ICD10,Health Services Delivery Programme Latvia (2015),Chronic or unspecified gastrojejunal ulcer with hemorrhage,Gastrojejunal ulcer
1099,1100,Perforated or bleeding ulcer ,K28.5,K28,ICD10,Health Services Delivery Programme Latvia (2015),Chronic or unspecified gastrojejunal ulcer with perforation,Gastrojejunal ulcer
1100,1101,Perforated or bleeding ulcer ,K28.6,K28,ICD10,Health Services Delivery Programme Latvia (2015),Chronic or unspecified gastrojejunal ulcer with both hemorrhage and perforation,Gastrojejunal ulcer
1101,1103,Pneumonia ,J14,J14,ICD10,Health Services Delivery Programme Latvia (2015),Pneumonia due to Hemophilus influenzae,Pneumonia due to Hemophilus influenzae
1102,1104,Pneumonia ,J15.3,J15,ICD10,Health Services Delivery Programme Latvia (2015),"Pneumonia due to streptococcus, group B","Bacterial pneumonia, not elsewhere classified"
1103,1105,Pneumonia ,J15.4,J15,ICD10,Health Services Delivery Programme Latvia (2015),Pneumonia due to other streptococci,"Bacterial pneumonia, not elsewhere classified"
1104,1106,Pneumonia ,J15.7,J15,ICD10,Health Services Delivery Programme Latvia (2015),Pneumonia due to Mycoplasma pneumoniae,"Bacterial pneumonia, not elsewhere classified"
1105,1107,Pneumonia ,J15.9,J15,ICD10,Health Services Delivery Programme Latvia (2015),Unspecified bacterial pneumonia,"Bacterial pneumonia, not elsewhere classified"
1106,1108,Pneumonia ,J16.8,J16,ICD10,Health Services Delivery Programme Latvia (2015),Pneumonia due to other specified infectious organisms,"Pneumonia due to other infectious organisms, not elsewhere classified"
1107,1109,Pneumonia ,J18.1,J18,ICD10,Health Services Delivery Programme Latvia (2015),"Lobar pneumonia, unspecified organism","Pneumonia, unspecified organism"
1108,1110,Pneumonia ,J18.8,J18,ICD10,Health Services Delivery Programme Latvia (2015),"Other pneumonia, unspecified organism","Pneumonia, unspecified organism"
1109,1110,Pneumonia , J188, J188,ICD10,Health Services Delivery Programme Latvia (2015),ERROR,ERROR
