id;original_description;code;nearest_level1_code;original_code_system;article;code_description;level1_code_description;umls_cui;level1_umls_cui
931;malattie polmonari cronico-ostruttive ;494;494;ICD9;Pirani et al (2006);Bronchiectasis;Bronchiectasis;C0006267;C0006267
932;malattie polmonari cronico-ostruttive ;496;496;ICD9;Pirani et al (2006);Chronic airway obstruction, not elsewhere classified;Chronic airway obstruction, not elsewhere classified;C0302378;C0302378
933;malattie polmonari cronico-ostruttive ;466.0;466;ICD9;Pirani et al (2006);Acute bronchitis;Acute bronchitis and bronchiolitis;C0149514;C0155820
934;polmonite batterica;481;481;ICD9;Pirani et al (2006);Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia];Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia];C0155862;C0155862
935;polmonite batterica; 482.2;482;ICD9;Pirani et al (2006);ERROR;Other bacterial pneumonia;ERROR - atom;C0155858
936;polmonite batterica; 482.3;482;ICD9;Pirani et al (2006);ERROR;Other bacterial pneumonia;ERROR - atom;C0155858
937;polmonite batterica; 482.9;482;ICD9;Pirani et al (2006);ERROR;Other bacterial pneumonia;ERROR - atom;C0155858
938;polmonite batterica;483;483;ICD9;Pirani et al (2006);Pneumonia due to other specified organism;Pneumonia due to other specified organism;C0032287;C0032287
939;ulcera perforata con emorragia ;531.0;531;ICD9;Pirani et al (2006);Acute gastric ulcer with hemorrhage;Gastric ulcer;C0155967;C0038358
940;ulcera perforata con emorragia ; 531.2;531;ICD9;Pirani et al (2006);ERROR;Gastric ulcer;ERROR - atom;C0038358
941;ulcera perforata con emorragia ; 531.4;531;ICD9;Pirani et al (2006);ERROR;Gastric ulcer;ERROR - atom;C0038358
942;ulcera perforata con emorragia ; 531.6;531;ICD9;Pirani et al (2006);ERROR;Gastric ulcer;ERROR - atom;C0038358
943;ulcera perforata con emorragia ;532.0;532;ICD9;Pirani et al (2006);Acute duodenal ulcer with hemorrhage;Duodenal ulcer;C0155992;C0013295
944;ulcera perforata con emorragia ; 532.2;532;ICD9;Pirani et al (2006);ERROR;Duodenal ulcer;ERROR - atom;C0013295
945;ulcera perforata con emorragia ; 532.4;532;ICD9;Pirani et al (2006);ERROR;Duodenal ulcer;ERROR - atom;C0013295
946;ulcera perforata con emorragia ; 532.6;532;ICD9;Pirani et al (2006);ERROR;Duodenal ulcer;ERROR - atom;C0013295
947;ulcera perforata con emorragia ;533.0;533;ICD9;Pirani et al (2006);Acute peptic ulcer of unspecified site with hemorrhage;Peptic ulcer, site unspecified;C0267288;C0030920
948;ulcera perforata con emorragia ; 533.2;533;ICD9;Pirani et al (2006);ERROR;Peptic ulcer, site unspecified;ERROR - atom;C0030920
949;ulcera perforata con emorragia ; 533.4;533;ICD9;Pirani et al (2006);ERROR;Peptic ulcer, site unspecified;ERROR - atom;C0030920
950;ulcera perforata con emorragia ; 533.6;533;ICD9;Pirani et al (2006);ERROR;Peptic ulcer, site unspecified;ERROR - atom;C0030920
951;Angina ;I20;I20;ICD10;Health Services Delivery Programme Latvia (2015);Angina pectoris;Angina pectoris;C0002962;C0002962
952;Angina ; I240; I240;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
953;Angina ; I248; I248;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
954;Angina ; I249; I249;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
955;Asthma ;J45;J45;ICD10;Health Services Delivery Programme Latvia (2015);Asthma;Asthma;C1260881;C1260881
956;Asthma ; J46; J46;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
957;Cellulitis ;L03;L03;ICD10;Health Services Delivery Programme Latvia (2015);Cellulitis and acute lymphangitis;Cellulitis and acute lymphangitis;C2888134;C2888134
958;Cellulitis ; L04; L04;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
959;Cellulitis ; L08; L08;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
960;Cellulitis ; L88; L88;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
961;Cellulitis ; L980; L980;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
962;Cellulitis ; L983; L983;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
963;Chronic obstructive pulmonary disease ;J20;J20;ICD10;Health Services Delivery Programme Latvia (2015);Acute bronchitis;Acute bronchitis;C0149514;C0149514
964;Chronic obstructive pulmonary disease ; J41; J41;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
965;Chronic obstructive pulmonary disease ; J42; J42;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
966;Chronic obstructive pulmonary disease ; J43; J43;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
967;Chronic obstructive pulmonary disease ; J44; J44;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
968;Chronic obstructive pulmonary disease ; J47; J47;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
969;Congestive heart failure ;I50;I50;ICD10;Health Services Delivery Programme Latvia (2015);Heart failure;Heart failure;C0018801;C0018801
970;Congestive heart failure ; I110; I110;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
971;Congestive heart failure ; J81; J81;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
972;Convulsions and epilepsy ;G40;G40;ICD10;Health Services Delivery Programme Latvia (2015);Epilepsy and recurrent seizures;Epilepsy and recurrent seizures;C1719410;C1719410
973;Convulsions and epilepsy ; G41; G41;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
974;Convulsions and epilepsy ; O15; O15;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
975;Convulsions and epilepsy ; R56; R56;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
976;Dental conditions ;A690;A690;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
977;Dental conditions ; K02; K02;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
978;Dental conditions ; K03; K03;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
979;Dental conditions ; K04; K04;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
980;Dental conditions ; K05; K05;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
981;Dental conditions ; K06; K06;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
982;Dental conditions ; K08; K08;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
983;Dental conditions ; K098; K098;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
984;Dental conditions ; K099; K099;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
985;Dental conditions ; K12; K12;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
986;Dental conditions ; K13; K13;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
987;Diabetes (in any field) ;E10.5;E10;ICD10;Health Services Delivery Programme Latvia (2015);Type 1 diabetes mellitus with circulatory complications;Type 1 diabetes mellitus;C0837011;C0011854
988;Diabetes (in any field) ; E10.6; E10;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
989;Diabetes (in any field) ; E10.9; E10;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
990;Diabetes (in any field) ; E11.5; E11;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
991;Diabetes (in any field) ; E11.6; E11;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
992;Diabetes (in any field) ; E11.9; E11;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
993;Diabetes complications ;E100;E100;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
994;Diabetes complications ;E101;E101;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
995;Diabetes complications ;E102;E102;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
996;Diabetes complications ;E103;E103;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
997;Diabetes complications ;E104;E104;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
998;Diabetes complications ;E105;E105;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
999;Diabetes complications ;E106;E106;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1000;Diabetes complications ;E107;E107;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1001;Diabetes complications ;E108;E108;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1002;Diabetes complications ; E110; E110;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1003;Diabetes complications ; E111; E111;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1004;Diabetes complications ; E112; E112;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1005;Diabetes complications ; E113; E113;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1006;Diabetes complications ; E114; E114;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1007;Diabetes complications ; E115; E115;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1008;Diabetes complications ; E116; E116;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1009;Diabetes complications ; E117; E117;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1010;Diabetes complications ; E118; E118;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1011;Diabetes complications ; E120; E120;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1012;Diabetes complications ; E121; E121;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1013;Diabetes complications ; E122; E122;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1014;Diabetes complications ; E123; E123;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1015;Diabetes complications ; E124; E124;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1016;Diabetes complications ; E125; E125;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1017;Diabetes complications ; E126; E126;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1018;Diabetes complications ; E127; E127;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1019;Diabetes complications ; E128; E128;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1020;Diabetes complications ; E130; E130;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1021;Diabetes complications ; E131; E131;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1022;Diabetes complications ; E132; E132;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1023;Diabetes complications ; E133; E133;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1024;Diabetes complications ; E134; E134;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1025;Diabetes complications ; E135; E135;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1026;Diabetes complications ; E136; E136;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1027;Diabetes complications ; E137; E137;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1028;Diabetes complications ; E138; E138;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1029;Diabetes complications ; E140; E140;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1030;Diabetes complications ; E141; E141;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1031;Diabetes complications ; E142; E142;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1032;Diabetes complications ; E143; E143;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1033;Diabetes complications ; E144; E144;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1034;Diabetes complications ; E145; E145;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1035;Diabetes complications ; E146; E146;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1036;Diabetes complications ; E147; E147;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1037;Diabetes complications ; E148; E148;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1038;Gastroenteritis ;K522;K522;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1039;Gastroenteritis ; K528; K528;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1040;Gastroenteritis ; K529; K529;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1041;Hypertension ;I10;I10;ICD10;Health Services Delivery Programme Latvia (2015);Essential (primary) hypertension;Essential (primary) hypertension;C0085580;C0085580
1042;Hypertension ; I119; I119;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1043;Immunization-preventable conditions ;A15;A15;ICD10;Health Services Delivery Programme Latvia (2015);Respiratory tuberculosis;Respiratory tuberculosis;C0041327;C0041327
1044;Immunization-preventable conditions ; A16; A16;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1045;Immunization-preventable conditions ; A19;A19;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1046;Immunization-preventable conditions ; A35; A35;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1047;Immunization-preventable conditions ; A36; A36;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1048;Immunization-preventable conditions ; A37; A37;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1049;Immunization-preventable conditions ; A80; A80;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1050;Immunization-preventable conditions ; B05; B05;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1051;Immunization-preventable conditions ; B06; B06;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1052;Immunization-preventable conditions ; B26; B26;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1053;Immunization-preventable conditions ; B161; B161;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1054;Immunization-preventable conditions ; B169; B169;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1055;Immunization-preventable conditions ; B180; B180;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1056;Immunization-preventable conditions ; B181; B181;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1057;Immunization-preventable conditions ; G000; G000;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1058;Immunization-preventable conditions ; J10; J10;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1059;Immunization-preventable conditions ; J11; J11;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1060;Immunization-preventable conditions ; M014; M014;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1061;Iron deficiency anaemia ;D501;D501;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1062;Iron deficiency anaemia ; D508; D508;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1063;Iron deficiency anaemia ; D509; D509;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1064;Kidney/urinary infection ;N10;N10;ICD10;Health Services Delivery Programme Latvia (2015);Acute pyelonephritis;Acute pyelonephritis;C0520575;C0520575
1065;Kidney/urinary infection ; N11; N11;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1066;Kidney/urinary infection ; N12; N12;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1067;Kidney/urinary infection ; N136; N136;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1068;Kidney/urinary infection ; N390; N390;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1069;Nutritional deficiency ;E40;E40;ICD10;Health Services Delivery Programme Latvia (2015);Kwashiorkor;Kwashiorkor;C0022806;C0022806
1070;Nutritional deficiency ;E41;E41;ICD10;Health Services Delivery Programme Latvia (2015);Nutritional marasmus;Nutritional marasmus;C0086588;C0086588
1071;Nutritional deficiency ;E42;E42;ICD10;Health Services Delivery Programme Latvia (2015);Marasmic kwashiorkor;Marasmic kwashiorkor;;
1072;Nutritional deficiency ;E43;E43;ICD10;Health Services Delivery Programme Latvia (2015);Unspecified severe protein-calorie malnutrition;Unspecified severe protein-calorie malnutrition;;
1073;Nutritional deficiency ; E55; E55;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1074;Nutritional deficiency ; E643; E643;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1075;Pelvic inflammatory disease ;N70;N70;ICD10;Health Services Delivery Programme Latvia (2015);Salpingitis and oophoritis;Salpingitis and oophoritis;;
1076;Pelvic inflammatory disease ; N73; N73;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1077;Pelvic inflammatory disease ; N74; N74;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1078;Perforated or bleeding ulcer ;K250;K250;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1079;Perforated or bleeding ulcer ;K251;K251;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1080;Perforated or bleeding ulcer ;K252;K252;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1081;Perforated or bleeding ulcer ; K254; K254;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1082;Perforated or bleeding ulcer ; K255; K255;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1083;Perforated or bleeding ulcer ; K256; K256;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1084;Perforated or bleeding ulcer ; K260; K260;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1085;Perforated or bleeding ulcer ; K261; K261;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1086;Perforated or bleeding ulcer ; K262; K262;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1087;Perforated or bleeding ulcer ; K264; K264;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1088;Perforated or bleeding ulcer ; K265; K265;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1089;Perforated or bleeding ulcer ; K266; K266;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1090;Perforated or bleeding ulcer ; K270; K270;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1091;Perforated or bleeding ulcer ; K271; K271;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1092;Perforated or bleeding ulcer ; K272; K272;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1093;Perforated or bleeding ulcer ; K274; K274;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1094;Perforated or bleeding ulcer ; K275; K275;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1095;Perforated or bleeding ulcer ; K276; K276;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1096;Perforated or bleeding ulcer ; K280; K280;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1097;Perforated or bleeding ulcer ; K281; K281;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1098;Perforated or bleeding ulcer ; K282; K282;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1099;Perforated or bleeding ulcer ; K284; K284;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1100;Perforated or bleeding ulcer ; K285; K285;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1101;Perforated or bleeding ulcer ; K286; K286;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1102;Pneumonia ;J13;J13;ICD10;Health Services Delivery Programme Latvia (2015);Pneumonia due to Streptococcus pneumoniae;Pneumonia due to Streptococcus pneumoniae;C0155862;C0155862
1103;Pneumonia ; J14; J14;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1104;Pneumonia ; J153; J153;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1105;Pneumonia ; J154; J154;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1106;Pneumonia ; J157; J157;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1107;Pneumonia ; J159; J159;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1108;Pneumonia ; J168; J168;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1109;Pneumonia ; J181; J181;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
1110;Pneumonia ; J188; J188;ICD10;Health Services Delivery Programme Latvia (2015);ERROR;ERROR;ERROR - atom;ERROR - atom
